Index([u'Genero', u'Edad', u'Dpr', u'DIRA', u'CausaDIRA', u'Modo',
       u'TAS_antes', u'TAD_antes', u'FC_antes', u'TAS', u'TAD', u'FC',
       u'FR_antes', u'FiO2_antes', u'FiO2', u'PEEP', u'Temp', u'dVM', u'Hb',
       u'Clase'],
      dtype='object')
('DNN[5, 5]', {'average_loss': 0.8434743, 'accuracy': 0.65909094, 'global_step': 500, 'loss': 37.11287})
('DNN[5, 6]', {'average_loss': 0.84031695, 'accuracy': 0.6136364, 'global_step': 500, 'loss': 36.973946})
('DNN[5, 7]', {'average_loss': 0.8824114, 'accuracy': 0.6136364, 'global_step': 500, 'loss': 38.826103})
('DNN[5, 8]', {'average_loss': 0.82214683, 'accuracy': 0.6363636, 'global_step': 500, 'loss': 36.17446})
('DNN[5, 9]', {'average_loss': 0.8542206, 'accuracy': 0.54545456, 'global_step': 500, 'loss': 37.58571})
('DNN[5, 10]', {'average_loss': 0.9711046, 'accuracy': 0.6818182, 'global_step': 500, 'loss': 42.728603})
('DNN[6, 5]', {'average_loss': 0.84534746, 'accuracy': 0.6136364, 'global_step': 500, 'loss': 37.19529})
('DNN[6, 6]', {'average_loss': 0.8152698, 'accuracy': 0.59090906, 'global_step': 500, 'loss': 35.871872})
('DNN[6, 7]', {'average_loss': 0.83036727, 'accuracy': 0.6136364, 'global_step': 500, 'loss': 36.53616})
('DNN[6, 8]', {'average_loss': 0.81427175, 'accuracy': 0.6363636, 'global_step': 500, 'loss': 35.827957})
('DNN[6, 9]', {'average_loss': 0.84582084, 'accuracy': 0.6136364, 'global_step': 500, 'loss': 37.216118})
('DNN[6, 10]', {'average_loss': 0.82186145, 'accuracy': 0.6136364, 'global_step': 500, 'loss': 36.161903})
('DNN[7, 5]', {'average_loss': 0.83583, 'accuracy': 0.6136364, 'global_step': 500, 'loss': 36.77652})
('DNN[7, 6]', {'average_loss': 0.83644885, 'accuracy': 0.6136364, 'global_step': 500, 'loss': 36.80375})
('DNN[7, 7]', {'average_loss': 1.1957345, 'accuracy': 0.54545456, 'global_step': 500, 'loss': 52.612316})
('DNN[7, 8]', {'average_loss': 0.8442556, 'accuracy': 0.6136364, 'global_step': 500, 'loss': 37.147247})
('DNN[7, 9]', {'average_loss': 0.8084272, 'accuracy': 0.6818182, 'global_step': 500, 'loss': 35.570797})
('DNN[7, 10]', {'average_loss': 0.8660139, 'accuracy': 0.59090906, 'global_step': 500, 'loss': 38.10461})
('DNN[8, 5]', {'average_loss': 0.74819255, 'accuracy': 0.6818182, 'global_step': 500, 'loss': 32.92047})
('DNN[8, 6]', {'average_loss': 0.83781564, 'accuracy': 0.6136364, 'global_step': 500, 'loss': 36.863888})
('DNN[8, 7]', {'average_loss': 0.82644343, 'accuracy': 0.65909094, 'global_step': 500, 'loss': 36.36351})
('DNN[8, 8]', {'average_loss': 0.85705054, 'accuracy': 0.70454544, 'global_step': 500, 'loss': 37.710224})
('DNN[8, 9]', {'average_loss': 0.8413341, 'accuracy': 0.6136364, 'global_step': 500, 'loss': 37.0187})
('DNN[8, 10]', {'average_loss': 0.7696238, 'accuracy': 0.70454544, 'global_step': 500, 'loss': 33.86345})
('DNN[9, 5]', {'average_loss': 0.8408083, 'accuracy': 0.6136364, 'global_step': 500, 'loss': 36.995564})
('DNN[9, 6]', {'average_loss': 0.71419525, 'accuracy': 0.77272725, 'global_step': 500, 'loss': 31.424591})
('DNN[9, 7]', {'average_loss': 0.81230265, 'accuracy': 0.6818182, 'global_step': 500, 'loss': 35.741318})
('DNN[9, 8]', {'average_loss': 0.83231074, 'accuracy': 0.6363636, 'global_step': 500, 'loss': 36.621674})
('DNN[9, 9]', {'average_loss': 0.8252123, 'accuracy': 0.6136364, 'global_step': 500, 'loss': 36.30934})
('DNN[9, 10]', {'average_loss': 0.85592324, 'accuracy': 0.59090906, 'global_step': 500, 'loss': 37.66062})
('DNN[10, 5]', {'average_loss': 0.88227123, 'accuracy': 0.59090906, 'global_step': 500, 'loss': 38.819935})
('DNN[10, 6]', {'average_loss': 0.8119164, 'accuracy': 0.6818182, 'global_step': 500, 'loss': 35.724323})
('DNN[10, 7]', {'average_loss': 0.79273516, 'accuracy': 0.6136364, 'global_step': 500, 'loss': 34.88035})
('DNN[10, 8]', {'average_loss': 0.8500653, 'accuracy': 0.59090906, 'global_step': 500, 'loss': 37.402874})
('DNN[10, 9]', {'average_loss': 0.8352652, 'accuracy': 0.6363636, 'global_step': 500, 'loss': 36.75167})
('DNN[10, 10]', {'average_loss': 0.90831655, 'accuracy': 0.6136364, 'global_step': 500, 'loss': 39.965927})
('DNN[5, 8, 5, 9]', {'average_loss': 0.83667547, 'accuracy': 0.59090906, 'global_step': 500, 'loss': 36.81372})
('DNN[5, 8, 5, 10]', {'average_loss': 0.83128446, 'accuracy': 0.6136364, 'global_step': 500, 'loss': 36.576515})
('DNN[5, 8, 6, 5]', {'average_loss': 0.8361128, 'accuracy': 0.6136364, 'global_step': 500, 'loss': 36.788963})
('DNN[5, 8, 6, 6]', {'average_loss': 0.8256169, 'accuracy': 0.59090906, 'global_step': 500, 'loss': 36.327145})
('DNN[5, 8, 6, 7]', {'average_loss': 0.93044126, 'accuracy': 0.6818182, 'global_step': 500, 'loss': 40.939415})
('DNN[5, 8, 6, 8]', {'average_loss': 0.75869614, 'accuracy': 0.70454544, 'global_step': 500, 'loss': 33.38263})
('DNN[5, 8, 6, 9]', {'average_loss': 0.84226763, 'accuracy': 0.6136364, 'global_step': 500, 'loss': 37.059776})
('DNN[5, 8, 6, 10]', {'average_loss': 0.8320026, 'accuracy': 0.65909094, 'global_step': 500, 'loss': 36.608112})
('DNN[5, 8, 7, 5]', {'average_loss': 0.83869606, 'accuracy': 0.6136364, 'global_step': 500, 'loss': 36.902626})
('DNN[5, 8, 7, 6]', {'average_loss': 0.8578968, 'accuracy': 0.6363636, 'global_step': 500, 'loss': 37.74746})
('DNN[5, 8, 7, 7]', {'average_loss': 0.8022608, 'accuracy': 0.6136364, 'global_step': 500, 'loss': 35.299477})
('DNN[5, 8, 7, 8]', {'average_loss': 0.8839225, 'accuracy': 0.6363636, 'global_step': 500, 'loss': 38.89259})
('DNN[5, 8, 7, 9]', {'average_loss': 0.7272078, 'accuracy': 0.65909094, 'global_step': 500, 'loss': 31.997143})
('DNN[5, 8, 7, 10]', {'average_loss': 0.8274715, 'accuracy': 0.6136364, 'global_step': 500, 'loss': 36.408745})
('DNN[5, 8, 8, 5]', {'average_loss': 0.8484201, 'accuracy': 0.59090906, 'global_step': 500, 'loss': 37.330482})
('DNN[5, 8, 8, 6]', {'average_loss': 0.8742149, 'accuracy': 0.6363636, 'global_step': 500, 'loss': 38.465454})
('DNN[5, 8, 8, 7]', {'average_loss': 0.803442, 'accuracy': 0.65909094, 'global_step': 500, 'loss': 35.351448})
('DNN[5, 8, 8, 8]', {'average_loss': 0.7278475, 'accuracy': 0.75, 'global_step': 500, 'loss': 32.02529})
('DNN[5, 8, 8, 9]', {'average_loss': 0.7625775, 'accuracy': 0.6363636, 'global_step': 500, 'loss': 33.55341})
('DNN[5, 8, 8, 10]', {'average_loss': 0.777196, 'accuracy': 0.6363636, 'global_step': 500, 'loss': 34.196625})
('DNN[5, 8, 9, 5]', {'average_loss': 0.84199136, 'accuracy': 0.6136364, 'global_step': 500, 'loss': 37.04762})
('DNN[5, 8, 9, 6]', {'average_loss': 0.8399286, 'accuracy': 0.6136364, 'global_step': 500, 'loss': 36.95686})
('DNN[5, 8, 9, 7]', {'average_loss': 0.90924716, 'accuracy': 0.6818182, 'global_step': 500, 'loss': 40.006874})
('DNN[5, 8, 9, 8]', {'average_loss': 0.82469887, 'accuracy': 0.59090906, 'global_step': 500, 'loss': 36.28675})
('DNN[5, 8, 9, 9]', {'average_loss': 0.7408979, 'accuracy': 0.65909094, 'global_step': 500, 'loss': 32.599506})
('DNN[5, 8, 9, 10]', {'average_loss': 0.8511551, 'accuracy': 0.6136364, 'global_step': 500, 'loss': 37.450825})
('DNN[5, 8, 10, 5]', {'average_loss': 0.84716123, 'accuracy': 0.6136364, 'global_step': 500, 'loss': 37.275093})
('DNN[5, 8, 10, 6]', {'average_loss': 0.84472555, 'accuracy': 0.6363636, 'global_step': 500, 'loss': 37.167923})
('DNN[5, 8, 10, 7]', {'average_loss': 0.8499477, 'accuracy': 0.6363636, 'global_step': 500, 'loss': 37.397697})
('DNN[5, 8, 10, 8]', {'average_loss': 0.7946808, 'accuracy': 0.6136364, 'global_step': 500, 'loss': 34.965954})
('DNN[5, 8, 10, 9]', {'average_loss': 0.7706141, 'accuracy': 0.65909094, 'global_step': 500, 'loss': 33.90702})
('DNN[5, 8, 10, 10]', {'average_loss': 0.8314669, 'accuracy': 0.59090906, 'global_step': 500, 'loss': 36.584545})
('DNN[5, 9, 5, 5]', {'average_loss': 0.7736738, 'accuracy': 0.72727275, 'global_step': 500, 'loss': 34.041645})
('DNN[5, 9, 5, 6]', {'average_loss': 0.8536087, 'accuracy': 0.6136364, 'global_step': 500, 'loss': 37.558784})
('DNN[5, 9, 5, 7]', {'average_loss': 0.8679569, 'accuracy': 0.59090906, 'global_step': 500, 'loss': 38.1901})
('DNN[5, 9, 5, 8]', {'average_loss': 0.7636822, 'accuracy': 0.75, 'global_step': 500, 'loss': 33.602016})
('DNN[5, 9, 5, 9]', {'average_loss': 0.95752436, 'accuracy': 0.59090906, 'global_step': 500, 'loss': 42.131073})
('DNN[5, 9, 5, 10]', {'average_loss': 0.8381885, 'accuracy': 0.6136364, 'global_step': 500, 'loss': 36.880295})
('DNN[5, 9, 6, 5]', {'average_loss': 0.79483294, 'accuracy': 0.65909094, 'global_step': 500, 'loss': 34.97265})
('DNN[5, 9, 6, 6]', {'average_loss': 0.8443646, 'accuracy': 0.6136364, 'global_step': 500, 'loss': 37.152042})
('DNN[5, 9, 6, 7]', {'average_loss': 0.7580071, 'accuracy': 0.70454544, 'global_step': 500, 'loss': 33.352314})
('DNN[5, 9, 6, 8]', {'average_loss': 0.9248993, 'accuracy': 0.5681818, 'global_step': 500, 'loss': 40.695568})
('DNN[5, 9, 6, 9]', {'average_loss': 0.8500235, 'accuracy': 0.59090906, 'global_step': 500, 'loss': 37.401035})
('DNN[5, 9, 6, 10]', {'average_loss': 0.82025075, 'accuracy': 0.6136364, 'global_step': 500, 'loss': 36.091034})
('DNN[5, 9, 7, 5]', {'average_loss': 0.7423408, 'accuracy': 0.70454544, 'global_step': 500, 'loss': 32.662994})
('DNN[5, 9, 7, 6]', {'average_loss': 0.82306, 'accuracy': 0.59090906, 'global_step': 500, 'loss': 36.214638})
('DNN[5, 9, 7, 7]', {'average_loss': 0.8818394, 'accuracy': 0.5681818, 'global_step': 500, 'loss': 38.800934})
('DNN[5, 9, 7, 8]', {'average_loss': 0.8784926, 'accuracy': 0.65909094, 'global_step': 500, 'loss': 38.653675})
('DNN[5, 9, 7, 9]', {'average_loss': 0.9881048, 'accuracy': 0.52272725, 'global_step': 500, 'loss': 43.476612})
('DNN[5, 9, 7, 10]', {'average_loss': 0.83354247, 'accuracy': 0.6136364, 'global_step': 500, 'loss': 36.67587})
('DNN[5, 9, 8, 5]', {'average_loss': 0.84329814, 'accuracy': 0.6136364, 'global_step': 500, 'loss': 37.105118})
('DNN[5, 9, 8, 6]', {'average_loss': 0.84978175, 'accuracy': 0.5, 'global_step': 500, 'loss': 37.390396})
('DNN[5, 9, 8, 7]', {'average_loss': 0.7742306, 'accuracy': 0.70454544, 'global_step': 500, 'loss': 34.066147})
('DNN[5, 9, 8, 8]', {'average_loss': 0.80422056, 'accuracy': 0.6136364, 'global_step': 500, 'loss': 35.385704})
('DNN[5, 9, 8, 9]', {'average_loss': 0.9192342, 'accuracy': 0.5681818, 'global_step': 500, 'loss': 40.446304})
('DNN[5, 9, 8, 10]', {'average_loss': 0.83499295, 'accuracy': 0.6136364, 'global_step': 500, 'loss': 36.73969})
('DNN[5, 9, 9, 5]', {'average_loss': 0.82946104, 'accuracy': 0.6136364, 'global_step': 500, 'loss': 36.496284})
('DNN[5, 9, 9, 6]', {'average_loss': 0.80305845, 'accuracy': 0.6136364, 'global_step': 500, 'loss': 35.33457})
('DNN[5, 9, 9, 7]', {'average_loss': 0.9257942, 'accuracy': 0.52272725, 'global_step': 500, 'loss': 40.734943})
('DNN[5, 9, 9, 8]', {'average_loss': 0.812087, 'accuracy': 0.6818182, 'global_step': 500, 'loss': 35.731827})
('DNN[5, 9, 9, 9]', {'average_loss': 0.8389938, 'accuracy': 0.6136364, 'global_step': 500, 'loss': 36.915726})
('DNN[5, 9, 9, 10]', {'average_loss': 0.84567714, 'accuracy': 0.6818182, 'global_step': 500, 'loss': 37.209793})
('DNN[5, 9, 10, 5]', {'average_loss': 0.8254648, 'accuracy': 0.6363636, 'global_step': 500, 'loss': 36.32045})
('DNN[5, 9, 10, 6]', {'average_loss': 0.8653284, 'accuracy': 0.59090906, 'global_step': 500, 'loss': 38.074448})
('DNN[5, 9, 10, 7]', {'average_loss': 0.8697457, 'accuracy': 0.59090906, 'global_step': 500, 'loss': 38.26881})
('DNN[5, 9, 10, 8]', {'average_loss': 0.7899528, 'accuracy': 0.65909094, 'global_step': 500, 'loss': 34.757923})
('DNN[5, 9, 10, 9]', {'average_loss': 0.75732446, 'accuracy': 0.6818182, 'global_step': 500, 'loss': 33.322277})
('DNN[5, 9, 10, 10]', {'average_loss': 0.84694517, 'accuracy': 0.6363636, 'global_step': 500, 'loss': 37.265587})
('DNN[5, 10, 5, 5]', {'average_loss': 0.8386455, 'accuracy': 0.6136364, 'global_step': 500, 'loss': 36.900402})
('DNN[5, 10, 5, 6]', {'average_loss': 0.8410213, 'accuracy': 0.6136364, 'global_step': 500, 'loss': 37.004936})
('DNN[5, 10, 5, 7]', {'average_loss': 0.7980213, 'accuracy': 0.65909094, 'global_step': 500, 'loss': 35.112938})
('DNN[5, 10, 5, 8]', {'average_loss': 0.83899367, 'accuracy': 0.6136364, 'global_step': 500, 'loss': 36.91572})
('DNN[5, 10, 5, 9]', {'average_loss': 0.8746884, 'accuracy': 0.6136364, 'global_step': 500, 'loss': 38.48629})
('DNN[5, 10, 5, 10]', {'average_loss': 0.84539276, 'accuracy': 0.6363636, 'global_step': 500, 'loss': 37.19728})
('DNN[5, 10, 6, 5]', {'average_loss': 0.83522546, 'accuracy': 0.6818182, 'global_step': 500, 'loss': 36.74992})
('DNN[5, 10, 6, 6]', {'average_loss': 0.749031, 'accuracy': 0.70454544, 'global_step': 500, 'loss': 32.957363})
('DNN[5, 10, 6, 7]', {'average_loss': 0.82776445, 'accuracy': 0.6136364, 'global_step': 500, 'loss': 36.421635})
('DNN[5, 10, 6, 8]', {'average_loss': 0.75871396, 'accuracy': 0.6818182, 'global_step': 500, 'loss': 33.383415})
('DNN[5, 10, 6, 9]', {'average_loss': 0.8477754, 'accuracy': 0.6363636, 'global_step': 500, 'loss': 37.302116})
('DNN[5, 10, 6, 10]', {'average_loss': 0.7884182, 'accuracy': 0.6818182, 'global_step': 500, 'loss': 34.6904})
('DNN[5, 10, 7, 5]', {'average_loss': 0.8590551, 'accuracy': 0.59090906, 'global_step': 500, 'loss': 37.798424})
('DNN[5, 10, 7, 6]', {'average_loss': 0.8349228, 'accuracy': 0.70454544, 'global_step': 500, 'loss': 36.736603})
('DNN[5, 10, 7, 7]', {'average_loss': 0.8235323, 'accuracy': 0.5681818, 'global_step': 500, 'loss': 36.23542})
('DNN[5, 10, 7, 8]', {'average_loss': 0.8286237, 'accuracy': 0.5681818, 'global_step': 500, 'loss': 36.459442})
('DNN[5, 10, 7, 9]', {'average_loss': 0.9276669, 'accuracy': 0.59090906, 'global_step': 500, 'loss': 40.817345})
